label,title,text
politics,Hummer für 400.000 Pfund? So dekadent speisten Charles und Macron,Letzten Herbst war König Charles für einen Staatsbesuch zu Gast in Frankreich. Ein Staatsbankett zu seinen Ehren im Schloss Versailles ließ sich der französische Präsident Macron einiges kosten. 
none,PayPal-Kunden aufgepasst: Was sich jetzt in dem Bezahldienst ändert,"Ab sofort gilt bei PayPal eine wichtige Änderung. Erfahren Sie hier, was das bedeutet und wer davon betroffen ist. "
celebrity_gossip,Oliver Pocher: Amira legt seinen Namen jetzt doch ab,Mit der Scheidung von Oliver und Amira Pocher scheint nun auch der Namensstreit beendet. Nach einigem Hin und Her will die Moderatorin wohl doch wieder Amira Aly heißen. Das verriet der Comedian in seiner aktuellsten Podcast-Folge. 
none,Genie oder Wahnsinn? Das sind M. Night Shyamalans beste und schlechteste Werke,"An M. Night Shyamalan scheiden sich die Geister. Der streitbare Filmemacher bewegt sich oft auf einem schmalen Grat zwischen genialen Twists und hanebüchenen Handlungslinien. Zum Kinostart von Shyamalans Thriller ""Trap: No Way Out"" stellen wir seine besten und schlechtesten Werke vor. "
celebrity_gossip,Nach schwerer Krankheit - „Bachelor“-Teilnehmerin Hailey Merkt stirbt im Alter von 31 Jahren,Traurige Nachrichten: Die „Bachelor“-Teilnehmerin Hailey Merkt ist im Alter von gerade 31 Jahren nach einem harten Kampf gegen den Krebs gestorben. Ihr Tod hinterlässt eine große Lücke in den Herzen ihrer Fans und ihrer Familie. 
celebrity_gossip,"""Ich kann nichts dafür"": Howard Carpendale verzweifelt bei Pannen-Auftritt","""Ich kann nichts dafür"", beteuert Howard Carpendale. Sein Auftritt bei der ""Schlagernacht des Jahres"" verläuft für den Sänger überhaupt nicht nach Plan. Bei ""Verstehen Sie Spaß"" vermiest Barbara Schöneberger ""Howie"" ordentlich die Show. "
politics,Studie erklärt gute Wahlergebnisse - Nicht nur Migration: Diese fünf Gründe erklären den Erfolg von AfD und BSW im Osten,Eine neue DIW-Studie enthüllt: Der Erfolg der AfD und des Bündnisses Sahra Wagenknecht im Osten Deutschlands liegt nicht an der Migrationspolitik! Viel eher sind hier die demografischen Faktoren entscheidend. 
celebrity_gossip,"Witzige Anekdote: In ""frechem"" Kostüm gewann sie Williams Herz zurück",Prinzessin Kate und Prinz William gingen für einige Jahre getrennte Wege. Ausgerechnet auf einer Kostüm-Party verdrehte sie ihm dann allerdings wieder den Kopf. 
politics,Sperre auf X - „White Dudes for Harris“ sammeln ganz schnell Millionen ein,"Elon Musks Plattform X sperrte vorübergehend das Konto „White Dudes for Harris“ kurz nach einem Fundraising-Event, bei dem über vier Millionen Dollar gesammelt wurden. Das Konto wurde nach einem Einspruch wieder freigeschaltet. "
politics,"Serie „Mir reicht's, ich geh in den Osten“ - In dieser Stadt haben Menschen die AfD völlig umsonst gewählt - es ist ihnen egal","Bei der Kommunalwahl wurde die AfD im sächsischen Olbernhau stärkste Kraft, konnte jedoch nur eines von sechs Mandaten im Stadtrat besetzen. Die Partei entzweit die Bürgerschaft, ein CDU-Politiker warf aus Angst vor Drohungen das Handtuch. Doch gibt es auch Hoffnung. "
politics,Nach Wahl in Venezuela: Opposition ruft zu weiteren Protesten auf,"Nach der hochumstrittenen Präsidentschaftswahl in Venezuela hat die Opposition für Samstag zu weiteren Protesten ""in allen Städten des Landes"" aufgerufen.Am Montag hatte die weitgehend regierungstreue Wahlbehörde in Venezuela Amtsinhaber Nicolás Maduro ungeachtet von internationaler Kritik und Betru "
none,Dumpling Dreams: Der elektrische Ravioli-Former auf Amazon,"Kochspaß für die ganze Familie: Mit dem Dumpling-Maker kann jede*r seine Teigtaschen genau so befallen, wie er*sie es am liebsten mag. "
celebrity_gossip,"""Traumschiff""-Star konnte plötzlich nicht mehr gehen","""Von einem Tag auf den anderen"" sei es Collien Ulmen-Fernandes einst nicht mehr möglich gewesen zu laufen. In einem Interview sprach die Moderatorin und Schauspielerin nun über die ""erschreckende"" Erfahrung. "
celebrity_gossip,Fragwürdige Kritik an Popstar  - Thomas Gottschalk kritisiert Taylor Swift wegen Jetset-Leben - aber fliegt selbst Privatjet,"Thomas Gottschalk äußerte sich kritisch zu Taylor Swifts Nutzung eines Privatjets während ihrer Deutschland-Tour. In einem Podcast mit Mike Krüger erklärte er seine Sichtweise auf das Verhalten der Sängerin. Dabei ist der Moderator selbst kein unbeschriebenes Blatt, wenn es um Umweltsünden geht. "
politics,„An dem Tag ist Inklusion für mich gestorben“ - Thüringer Schule wirft Jungen (11) mit Down-Syndrom raus - Eltern verzweifeln,"Unfassbare Geschichte im thüringischen Schmalkalden: Der elfjährige Thorben ist dem Gendefekt Trisomie - genannt Down-Syndrom - geboren und geht auf die evangelische Martin-Luther-Schule. Doch nicht mehr nach den Schulferien, denn der Schulträger hat den Jungen von der Schule genommen. Die Eltern si "
none,Niederländische Behörden melden Wolfsangriffe auf Kinder und warnen Eltern,"Nach mehreren Wolfsangriffen haben die niederländischen Behörden vor dem Besuch eines Waldgebiet nahe der Stadt Utrecht gewarnt.Es habe mehrere ""beunruhigende"" Vorfälle mit einem Wolf im sogenannten Hügelrücken von Utrecht gegeben, erklärten die Behörden. "
politics,VP-Kandidaten größtenteils unbekannt - Kamala Harris muss ihren Vize wählen - nur einer sticht laut Umfrage hervor,"Eine neue Umfrage von AP zeigt, dass viele der potenziellen Vizepräsidentschaftskandidaten von Kamala Harris in den USA weitgehend unbekannt sind. Lediglich Mark Kelly aus Arizona sticht durch höhere Bekanntheit hervor. Wer wird Harris’ Nummer zwei? "
none,Scorpions spielen mit Doro in Wacken,Das dritte Mal sind die Scorpions Headliner des Heavy-Metal-Festivals in Wacken. Dort bekommen sie auf der Bühne prominente Unterstützung. 
celebrity_gossip,„Sollten alle damit anfangen“ - Ralf Schumachers Freund hat eine zweite große Liebe,Das Coming-out von Ralf Schumacher hat für großen Wirbel gesorgt. Sein Partner ist der Franzose Étienne – doch der hat auch stachelige Freunde. 
sport,"Kompany: ""Warum sollte man nicht alles gewinnen wollen?""","Bayern Münchens neuer Trainer Vincent Kompany sieht die hohe Erwartungshaltung beim deutschen Rekordmeister nach einer verkorksten Saison gelassen.Dass es mit Vereinsikonen wie Kapitän Manuel Neuer oder Thomas Müller zu Problemen in der Zusammenarbeit kommen könnte, glaubt Kompany indes nicht. "
crime_death,Brandenburg: Unbekannter setzt sich zu 18-Jähriger ins Auto und bedroht sie,"Ein Unbekannter hat sich im brandenburgischen Eberswalde zu einer 18-Jährigen ins Auto gesetzt und sie bedroht.Die 18-Jährige fuhr tatsächlich los, schaffte es aber wenig später, aus dem Auto zu springen und zu fliehen. "
crime_death,Lebenslang statt Todesstrafe: 9/11-Drahtzieher stimmen Deal mit Pentagon zu,Drei der Drahtzieher der Anschläge vom 11. September 2001 haben sich auf einen Deal mit dem Pentagon eingelassen. Khalid Sheikh Mohammed und zwei weitere Männer entgehen damit der Todesstrafe und erhalten lebenslange Haftstrafen. Die Männer könnten bereits in der kommenden Woche in einer öffentliche 
war,China in „hoher Alarmbereitschaft“ - Kanadisches Kriegsschiff durchquert Taiwanstraße,"Ein kanadisches Kriegsschiff hat kürzlich die Taiwanstraße durchquert, was erneut Spannungen mit China ausgelöst hat. Die Durchfahrt fand am Mittwoch statt und wurde von Taiwans Verteidigungsministerium bestätigt. "
none,Ohne teure Abwehrmittel - Diese einfache Hefe-Falle fängt Mücken,"Was gibt es Schöneres, als im Sommer den Tag am See zu verbringen und den Abend auf der Terrasse ausklingen zu lassen? Wären da nicht diese nervigen Plagegeister: Mücken! Lesen Sie hier, wie Sie sich die Insekten ganz einfach vom Leib halten. "
celebrity_gossip,Wer ist Krösus in Hollywood? Es kommt nicht nur auf die Gage an...,"Wer in Hollywood so richtig Geld verdienen will, lässt sich nicht nur eine fürstliche Gage auszahlen, sondern achtet auch auf Extras, die unter Umständen mehr wert sein können als die ursprüngliche Bezahlung. Wir haben uns umgesehen. "
finance,Schock für 550 Mitarbeiter: Traditions-Hersteller ist nach 250 Jahren insolvent,550 Mitarbeiter eines traditionsreichen deutschen Herstellers bangen um ihren Job. Das Unternehmen musste Insolvenz anmelden. 
sport,Nach Olympia-Aus: Zverev klagt über Müdigkeit und Schwindel,Tokio-Olympiasieger Alexander Zverev hat nach seinem Viertelfinal-Aus beim olympischen Tennis-Turnier in Paris von gesundheitlichen Problemen berichtet und will sich vor der Hartplatzsaison in Nordamerika gründlichen Checks unterziehen.Schon in der kommenden Woche startet die Hartplatzsaison in Nord 
none,Lieblingsprodukt: Doppel-Airfryer von Ninja Foodi – Amazon Exklusiv,"Yahoo Life stellt an dieser Stelle Produkte vor, die dein Leben nicht nur schöner, sondern oftmals auch viel einfacher machen! Heute: der Doppel-Airfryer von Ninja Foodi. "
none,Fall in der Schweiz - Martina droht Verlust des Führerscheins: „Staat macht mich zu einer Behinderten“,"Martina S. darf ihren neuen Job als Fahrerin einer Schule nicht antreten, weil ihr das Berner Straßenverkehrsamt die benötigte Bewilligung verweigert. Dadurch droht ihr jetzt sogar der Entzug ihres Führerscheins. Dabei fährt sie seit über 30 Jahren unfallfrei Auto. "
none,In den USA schon ausverkauft: Samsung-Neuheit wird zum Verkaufsschlager,Eine Samsung-Neuheit ist in den USA sehr beliebt und schon kurz nach Verkaufsstart nicht mehr erhältlich. 
politics,"CDU-Außenpolitiker: Durch Freilassung von Auftragsmörder ""auf schiefe Bahn gekommen""",Der CDU-Außenpolitiker Jürgen Hardt sieht die im Zuge des Gefangenenaustauschs mit Russland erfolgte Freilassung des sogenannten Tiergarten-Mörders zwiespältig.Hardt begrüßte zugleich die Freilassung der 16 in Russland und Belarus inhaftierten Menschen. 
none,Großer Wurst-Rückruf bei Kaufland: Der Verzehr kann krank machen,Der Verzehr einiger Wurst-Produkte kann krank machen. Aus diesem Grund werden die auch bei Kaufland verkauften Artikel jetzt zurückgerufen. 
politics,"Harald Schmidt über Meinungsfreiheit: ""Wer rumjammert, muss an seinem Wortschatz arbeiten""","Meinungsfreiheit in Gefahr? Für Harald Schmidt ist das nur eine Frage der eigenen geistigen Verfassung und Selbstsicherheit. Für sein umstrittenes Maaßen-Foto rühmte er sich, in der ""Trump-Liga"" zu spielen. Ein kleine, gemeine Spitze setzte er gegen Thomas Gottschalk. "
politics,Auch Politik schaltet sich ein: Gender-Streit um Boxerin,"Die kontrovers diskutierte Teilnahme der algerischen Boxerin Imane Khelif sorgt gleich nach ihrem ersten Kampf beim olympischen Turnier für Aufregung.Khelif, Olympia-Fünfte vor drei Jahren in Tokio, steht nun im Viertelfinale. "
celebrity_gossip,"Sharon Stone enthüllt, wie sie ihr blaues Auge bekam","Sharon Stone urlaubt derzeit in der Türkei - und das mit einem erschreckenden blauen Auge. Jetzt hat die Schauspielerin enthüllt, woher die Verletzung stammt. "
celebrity_gossip,"Was wurde aus den ""Grüne Tomaten""-Stars?","Es ist die Geschichte zweier starker Frauen, die zum Vorbild werden: Wir zeigen, was aus den Hauptdarstellerinnen von ""Grüne Tomaten"" wurde. "
politics,Trump wischt Kritik an Vance weg: Vizes spielen keine Rolle,US-Vizepräsidentschaftskandidat Vance legt einen holprigen Start an der Seite von Donald Trump hin. Der verteidigt seinen Partner nur halbherzig und mit wenig schmeichelhaften Worten zu dessen Rolle. 
none,Dringender Fisch-Rückruf bei Lidl: Es drohen schwere Magen-Darm-Erkrankungen,Ein Hersteller muss eines seiner Fisch-Produkte zurückrufen. Der Grund: In dem bei Lidl verkauften Produkt wurden Listerien nachgewiesen. 
sport,Nervenstark mit 17 Jahren: Lebrun greift nach einer Medaille,"Der Hype um Tischtennis-Teenager Felix Lebrun hält an, jetzt greift das ""Wunderkind"" sogar nach einer olympischen Medaille.Lebrun hat nun zwei Chancen auf eine Medaille, verliert er in der Vorschlussrunde, geht es um Bronze. "
none,Es ist das Wetter: Nina Chuba mag in ihrer Heimatstadt nicht mehr wohnen,"Wo wird man Nina Chuba wohl am lautesten zujubeln, wenn die Sängerin ('Mangos mit Chili') und Schauspielerin diesen Monat sowohl in ihrer Geburtsstadt als auch in ihrer Wahlheimat auf Open Airs auftritt? Die 25-Jährige spielt am Samstag (3. August) in Berlin, wo sie jetzt lebt. Ende August steht dan "
none,„Unkompliziertes Bürgergeld ist eine Mär“ - Informatiker Mark stellt zum ersten Mal Bürgergeldantrag – und der Irrsinn beginnt,Mark* (35) stellt zum ersten Mal in seinem Leben einen Bürgergeld-Antrag – und nichts funktioniert. Der Informatiker und ehemalige ITler fürchtet: Das ist erst der Anfang einer ganz großen Schikane. Hier ist seine Geschichte. 
politics,Gastbeitrag von Gabor Steingart - Scholz und die 6 Halbwahrheiten: Das Volk kann besser rechnen als die Regierung,"Laut Analyse des Forsa-Chefs Manfred Güllner hängt die Regierung der Ampel-Koalition in einem „in der Wahlgeschichte noch nie registrierten Tief“, in dem in einem völlig neuen Ausmaß Niederlagen als Siege verkauft werden. Doch das Volk kann besser rechnen als die Regierung. "
crime_death,Widersprüche in Aussage belasteten ihn - Leon (6) ertrank im Fluss - Gericht spricht Vater von Mordvorwurf frei,"Es war ein Spaziergang, der mit dem Tod des sechsjährigen Leon endete. War es Mord oder ein Unfall? Nach drei Verhandlungstagen haben die Geschworenen über Schuld oder Unschuld des Vaters entschieden. "
none,"Sauberes Amazon-Fundstück: Diese Zauberknete reinigt Smartphones, Kopfhörer und Co.","Die STIKKI Reinigungsknete für Smartphone, Kopfhörer und Co. mogelt sich auch in die kleinste Ritze und entfernt Staub, Ohrenschmalz und Co. mühelos. "
sport,"""Geht gar nicht"": Deutscher Athlet motzt",Christopher Linke enttäuscht beim Gehen über 20 km. Anschließend motzt er über die Verhältnisse in Paris. 
none,Kein Schrubben nötig: So einfach reinigen Sie Ihren Grillrost im Handumdrehen,"Beim Grillen setzen sich schnell Essensreste am Rost fest. Dann heißt es: Kräftig Schrubben, bis der Rost wieder sauber ist. Ein einfacher Trick schafft Abhilfe und entfernt Fett und Schmutz mühelos. "
politics,Elon Musk will sich mit Venezuelas Präsidenten prügeln,Elon Musk hat die Herausforderung von Venezuelas Präsidenten Nicolás Maduro zu einem Kampf angenommen. Musk schlug einen Wetteinsatz vor und nannte seinen Gegner einen Diktator. 
politics,Minister schreibt Brief an von der Leyen - Wissing in großer Sorge: Acht Millionen Diesel-Autos könnten Zulassung verlieren,"Verkehrsminister Wissing fürchtet, dass noch in diesem Jahr mehr als acht Millionen Diesel-Autos die Stilllegung droht. Das bekräftigte er in einem Brief an EU-Kommissionspräsidentin von der Leyen. Der Grund: eine neue Auslegung von EU-Regeln. "
politics,CSU-Chef will kein Minister werden - Söder mit klarer Ansage: „Kanzler oder Ministerpräsident“,"Im Spätsommer wollen CSU und CDU ihren Kanzlerkandidaten für die nächste Bundestagswahl bestimmen. Für CSU-Chef Söder ist schon klar, am Berliner Kabinettstisch würde er nur als Kanzler Platz nehmen. "
health_drugs,Erste Fälle von Oropouche-Fieber in Deutschland,Derzeit breitet sich das Oropouche-Fieber in Süd- und Mittelamerika aus. Nun werden die beiden ersten Fälle in Deutschland registriert. Beide Menschen hatten sich in der Karibik infiziert. 
crime_death,Britischer TV-Moderator Huw Edwards - Jüngste Opfer erst 7 Jahre alt – BBC-Star gesteht Besitz von Kinderpornografie,"Huw Edwards war einer der bestbezahlten BBC-Stars, moderierte unter anderem Live-Übertragungen zum Tod der Queen. Nun hat der Moderator vor Gericht gestanden, kinderpornografisches Material besessen zu haben. "
celebrity_gossip,Sie zeigt sich ungeschminkt und mit Glitzerjacke,Christine Neubauer hat kein Problem mit dem Alter. Jetzt zeigt sie sich ganz ungeschminkt und mit Lachfalten um die Augen. 
celebrity_gossip,"Tom Cruise plant offenbar ""epischen"" Stunt bei Olympia-Abschlussfeier",Zur Übergabe der Spiele von Paris an Los Angeles: Hollywoodstar Tom Cruise plant offenbar einen spektakulären Stunt bei der Abschlussfeier der Olympischen Spiele in Paris. 
celebrity_gossip,"Lala (30) lebt jetzt in München - „Zweieinhalb Jahre Berlin und so viel, was ich nie in meinem Leben sehen wollte“","Reiseinfluencerin Lala (30) lebte für zweieinhalb Jahre in Berlin und hatte ein Horrorerlebnis nach dem anderen. Sie sagt: „Es gab so viele Sachen, von denen ich einfach nur wünschte, ich hätte sie nie in meinem Leben mitbekommen.“ Dann zieht sie nach München - und dort wird alles anders. "
politics,Türkei sperrt Instagram ohne Angabe von Gründen,"Das Verbot erfolgte, nachdem ein türkischer Kommunikationsbeamter die Plattform für ihre Entscheidung kritisiert hatte, Beileidsbekundungen für die Ermordung von Hamas-Chef Ismail Haniyeh Anfang der Woche zu blockieren. "
politics,Heftige Kritik am Projekt - Landrat lässt Geflüchtete für 80 Cent pro Stunde arbeiten – seine Bilanz überrascht,Anfang des Jahres sorgten Pläne für eine Arbeitsverpflichtung von Geflüchteten im thüringischen Landkreis Saale-Orla für Aufsehen und heftige Kritik an Landrat Christian Herrgott (CDU). Ein halbes Jahr später zeigt sich eine überraschend positive Bilanz. 
sport,Grings kritisiert deutsche Fußballerinnen,"Die langjährige Nationalspielerin Inka Grings hat die deutschen Fußballerinnen für die bisherigen Leistungen bei den Olympischen Spielen scharf kritisiert.Sie vermisse, schrieb Grings, ""eine gewisse gierige Mentalität, die ich nicht bei jeder Spielerin sehe. "
celebrity_gossip,Diese Hollywood-Stars verletzten sich am Set,Alles nur Kunstblut und Make-up? Leider nicht immer: Manche Szenen endeten für Schauspieler schmerzhaft - und blieben trotzdem im Film! 
war,Kampf um die Lufthoheit - Können die neuen F-16 der Ukraine zum Durchbruch verhelfen?,Die Ankunft erster F-16-Kampfjets in der Ukraine könnte eine entscheidende Wende im Luftkrieg gegen Russland bedeuten. 
none,Kleiner Ofen in super coolem Design: Der Ariete Vintage-Ofen auf Amazon,"Nicht jeder hat in seiner Küche und in seinem Geldbeutel Platz für einen großen Backofen. Mit dem Ariete Vintage-Ofen erhält man nicht nur eine super leistungsstarke Mini-Backröhre, sondern auch cooles Retro-Design zum kleinen Preis. "
environment_disaster,Ganzes Gebäude zerstört: Sturzfluten reißen Wohnblock mit sich,"Die Bewohner von Tosh Nallah im indischen Bundesstaat Himachal Pradesh mussten mit ansehen, wie Sturzfluten ein Wohnhaus mit sich rissen. Das Gebäude war zuvor evakuiert worden. "
celebrity_gossip,Cardi B ist wieder schwanger und lässt sich scheiden,"Cardi B steht vor einem Ende und einem Anfang: Die Rapperin hat die Scheidung von ihrem Ehemann Offset eingereicht und verkündet, dass sie ihr drittes Kind erwartet. "
none,"Amazon-Konkurrent wollte ""Deutschland erobern"": Jetzt droht dem Online-Shop das Aus",Einem Amazon-Konkurrenten droht in Deutschland das Aus. Trotzdem expandiert der ehrgeizige Onlinehändler weiter. 
celebrity_gossip,Aus für die Serie? Er äußert sich zu Gerüchten,"Kein Interview, in dem Hans Sigl nicht auf seine Paraderolle als ""Bergdoktor"" angesprochen wird. Zum Ende der Serie befragt, äußert er sich eindeutig. "
none,Schimmelfalle Kaffeevollautomat: Das sollten Sie beachten,"In Kaffeemaschinen kann sich sehr schnell Schimmel bilden - trotz Reinigungsprogramm. Wer ein paar Punkte beachtet, hält seine Maschine aber hygienisch sauber. "
none,Machen Sie nicht diesen Fehler: Wenn Freunde nach dem WLAN-Passwort fragen,Ihr WLAN daheim sollte nur für Sie und Ihre Familie zugänglich sein. Doch natürlich will man Freunden und Bekannten bei Besuchen das Heimnetz nicht verweigern. Ihr WLAN-Passwort müssen Sie dafür aber nicht verraten. 
none,"Ich habe mein erstes Kind in der Schweiz bekommen, das zweite in den USA: In Amerika war die Versorgung unterirdisch – und extrem teuer",Chantal Panozzo brachte ihr erstes Kind im Ausland zur Welt und das zweite daheim in Chicago. Die USA waren deutlich schlechter. 
war,News zum Ukraine-Krieg - US-Journalist freigelassen: Großer Gefangenenaustausch zwischen Russland und den USA,Russische Truppen setzen die Ostukraine weiter unter Druck. Selenskyj schlägt einen Waffenstillstand vorerst aus. Mehrere russische Strafttäter sind vor einem Fronteinsatz geflüchtet. Alle Nachrichten zum Krieg in der Ukraine im Newsticker. 
none,Vitamin D kann sonst verloren gehen: So bereiten Sie Eier am besten zu,"Eier gelten als wahres Kraftpaket, wenn es um Nährstoffe geht. Sie sind reich an hochwertigem Protein, Vitaminen und Mineralstoffen. Doch wie bereitet man Eier am besten zu, um das Maximum an Nährstoffen zu erhalten und gleichzeitig den Genuss zu steigern? "
sport,Zehnkampf-Drama: Weltrekordler Mayer muss passen,"Drama um Frankreichs Nationalhelden: Weltrekordler Kevin Mayer hat seinen Olympia-Start im Zehnkampf abgesagt.Mayer, der in Rio und Tokio Olympia-Silber gewann, plagt sich seit einiger Zeit immer wieder mit Verletzungen herum - schon die Qualifikation für Paris gelang dem Ex-Weltmeister erst bei der "
none,Das sollte jeder Autofahrer mit dem alten Verbandkasten machen,"Wer abgelaufene Verbandkästen nicht austauscht, muss mit einem Bußgeld rechnen. Doch die Materialien lassen sich noch sinnvoll weiterverwenden. "
celebrity_gossip,Niemals aufgeben: Unerwartete Promi-Comebacks,"Viele Fans hätten nicht mehr damit gerechnet, Céline Dion nach ihrer Krankheit je wieder live zu sehen, doch am Freitag (26. Juli) sorgte die Sängerin für den großen Gänsehautmoment bei der Olympia-Eröffnungsfeier. Nicht das erste große Comeback der Unterhaltungsbranche. "
celebrity_gossip,Foreign-Accent-Syndrome - Nach Herzinfarkt spricht Georgina plötzlich mit schwedischem Akzent,"Georgina Gailey war nach einem Herzinfarkt wieder auf dem Weg der Genesung, als sie plötzlich erneut ins Krankenhaus muss. Ihre Schwester hatte sie in einem Telefonat auf ihr merkwürdiges Sprachverhalten hingewiesen, der Verdacht Schlaganfall stand im Raum. Doch es kommt ganz anders. "
none,Die Nasa hat gerade den besten Beweis für mögliches außerirdisches Leben auf dem Mars gefunden,"Der Nasa-Rover Perseverance hat auf dem Mars eine Gesteinsprobe genommen, die uns Hinweise auf außerirdisches Leben geben könnte. "
war,Gefangenenaustausch des Westens mit Russland: Freigelassene in Deutschland und USA empfangen,"Nach dem größten Gefangenenaustausch zwischen Russland und dem Westen seit dem Kalten Krieg sind die Freigelassenen in Deutschland und den USA empfangen worden.Russland, Belarus sowie auf der anderen Seite fünf Nato-Staaten, darunter die USA und Deutschland, hatten den Gefangenenaustausch am Donners "
none,Lieblingsprodukt: Die Loop Quiet Ohrstöpsel für ruhigen Schlaf sind ein Amazon-Bestseller,"Yahoo Life stellt an dieser Stelle Produkte vor, die dein Leben nicht nur schöner, sondern oftmals auch viel einfacher machen! Heute: die Loop Quiet Ohrstöpsel zum Schlafen. "
none,Fanatec-Händler ist insolvent: Was jetzt mit den Produkten passiert,"Kunden von Fanatec müssen jetzt aufpassen, denn ein für die Marke bekanntes Unternehmen ist insolvent. Jetzt soll eine Sanierung helfen. "
crime_death,USA: Youtuber soll Zug-Crash absichtlich herbeigeführt haben,"Ein 17-jähriger Youtuber soll im US-Bundesstaat Nebraska durch die Manipulation einer Weiche einen Zug zum Entgleisen gebracht haben, um daraus ein virales Video zu erstellen. Ermittler wurden durch ungewöhnliches Detailwissen auf den Jugendlichen aufmerksam. Dem droht nun im schlimmsten Fall Gefäng "
health_drugs,„Eine Horrorzeit“ - Yannick (20) wird in Psychiatrie eingewiesen – weil er Zecke zu spät entfernte,"Borreliose – vielen sagt das wenig. Irgendeine Zeckenkrankheit, die gefährlich werden kann. Wie gefährlich, hat Yannick am eigenen Leib spüren müssen. Irgendwann wies ihn sein Hausarzt sogar in die Psychiatrie ein. Bei FOCUS Online erzählt er seine Geschichte. "
none,Blitzschneller Reflex auf dem Sofa: Papa rettet kleine Tochter vor Sturz,Ein kleines Mädchen aus Zhaoqing in China turnte auf dem Sofa herum und verlor das Gleichgewicht. Der Papa war mit einer blitzschnellen Reaktion zur Stelle. 
war,Israel und USA stellen sich auf Großangriff des Irans ein,Angesichts der zugespitzten Lage in Nahost sichert US-Präsident Biden Israel militärische Unterstützung zu. Gleichzeitig mahnt er: Nötig sei Deeskalation in der Region. Israel warnt seine Feinde. 
none,"Opel, Peugeot, Citroën: Weltweiter Auto-Rückruf wegen Brandgefahr gestartet","Kunden von Opel, Peugeot und Citroën müssen jetzt aufpassen. Wegen Brandgefahr werden mehrere Modelle zurückgerufen. "
none,Vorsicht - Diese giftigen Tiere treiben sich auch in Ihrem Garten rum,"Bei giftigen Tieren denkt man meistens an Spinnen, Quallen oder Schlangen aus exotischen Ländern. Doch auch in deutschen Gärten und Wäldern es giftige Tiere. "
finance,Deutscher Reiseveranstalter ist insolvent: Keine Rückerstattungen für viele Kunden,Viele Kunden eines insolventen deutschen Reiseveranstalters hoffen noch auf eine Rückerstattung. Mehr dazu erfahren Sie hier. 
sport,Swiateks Serie reißt - Kerber-Bezwingerin Zheng spielt um Gold,"Die Serie ist gerissen, die Top-Favoritin spielt nur um Bronze: Iga Swiatek hat das Halbfinale im olympischen Tennisturnier in Roland Garros gegen Zheng Qinwen 2:6, 5:7 verloren.Gegen Zheng, die Kerber denkbar knapp im Tiebreak des dritten Satzes niedergekämpft hatte, spielte Swiatek fahrig. "
politics,Polizei verhindert Klima-Blockade am Hamburger Flughafen,"Sie hatten laut Polizei Bolzenschneider, Westen und Plakate in ihren Taschen und fahren mit ihren Rädern in der Nähe des Hamburger Flughafens. Doch bis aufs Rollfeld kommen die Aktivisten nicht. "
celebrity_gossip,Halle Berry will Ex zur Einhaltung von Co-Parenting-Vertrag zwingen,"Eigentlich wurde die Scheidung von Halle Berry und Olivier Martinez bereits im August 2023 finalisiert. Eindeutig geklärt sind die Dinge zwischen den beiden aber offenbar trotzdem nicht, wie neue Gerichtsdokumente zeigen. "
celebrity_gossip,Das passiert heute in den Soaps,"In ""Unter uns"" schöpft Stella wieder Hoffnung, Patrizia aus dem Koma holen zu können. Simone gerät in ""Alles was zählt"" unter Druck, als Justus ihren Plan für den Kader ablehnt. In ""GZSZ"" erlebt Erik bei der Renovierung des Floßes die nächste böse Überraschung. "
sport,"VfB: Zweiter Test, zweites Spektakel",Fußball-Vizemeister VfB Stuttgart hat auf seiner Japan-Reise auch im zweiten Spiel für Spektakel gesorgt.Nach der Rückkehr folgt für den Vizemeister am 10. 
sport,Die größten deutschen Olympia-Ikonen,Diese deutschen Sportlerinnen und Sportler schrieben bei Olympischen Spielen Geschichte(n). 
none,Heißer Tag in Oklahoma: Polizei muss Pferd aus Swimmingpool retten,"Ungewöhnlicher Rettungseinsatz für die Polizei in Oklahoma City: Ein Pferd war in einen Swimmingpool gefallen, die Beamten packten mit vereinten Kräften an. "
none,Amazon-Deal des Tages: PlayStation 5 Slim mit 15 % Rabatt,Mit unseren Deals des Tages suchen wir die besten Aktionen und Rabatte für euch aus. Heute mit dabei: die PlayStation 5 Slip zum Bestpreis 
celebrity_gossip,Böses Gerücht über Datingshow-Neuzugang: Hat Ex von Dschungelstar ein übles Geheimnis?,"Das Liebeskarussell bei ""Are You The One - Reality Stars in Love"" dreht sich immer schneller: Schon in der zweiten Doppelfolge des RTL+-Formates finden sich neue, überraschende Paarungen, es gibt Eifersucht und Tränen - und schließlich einen Neuzugang, der ein Geheimnis zu haben scheint... "
none,Zahl der Rentenempfänger steigt,Die Zahl der Rentenempfänger und die Höhe der Rentenzahlungen steigen. Viele Rentner bleiben dabei steuerfrei. 
crime_death,Nach Drohung gegen Wahlkämpfer in Sachsen Tatverdächtiger ermittelt,Nach Drohungen mit einem machetenartigen Gegenstand gegen ein Wahlkampfteam der Linkspartei im sächsischen Dohna ist ein Tatverdächtiger ermittelt worden.Der Staatsschutz ermittelt gegen sie wegen gefährlicher Körperverletzung und Beleidigung. 
